pl_name,hostname,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,pl_orbper,pl_orbsmax,pl_bmasse,pl_bmassj,ttv_flag,st_logg,sy_dist,sy_gaiamag
Kepler-893 b,Kepler-893,1,1,Transit,2016,Kepler,6.33855761,0.0699,,,0,4.47,1285.59,15.1735
Kepler-893 b,Kepler-893,1,1,Transit,2016,Kepler,6.33855946,,,,0,4.35,1285.59,15.1735
Kepler-893 b,Kepler-893,1,1,Transit,2016,Kepler,,,,,0,,1285.59,15.1735
Kepler-894 b,Kepler-894,1,1,Transit,2016,Kepler,9.80321143,,,,0,4.57,1162.91,15.4056
Kepler-894 b,Kepler-894,1,1,Transit,2016,Kepler,9.80314,0.092,,,0,4.59,1162.91,15.4056
Kepler-894 b,Kepler-894,1,1,Transit,2016,Kepler,,,,,0,,1162.91,15.4056
Kepler-894 b,Kepler-894,1,1,Transit,2016,Kepler,9.803224,,,,0,4.53,1162.91,15.4056
Kepler-894 b,Kepler-894,1,1,Transit,2016,Kepler,9.80325234,,,,0,4.57,1162.91,15.4056
Kepler-894 b,Kepler-894,1,1,Transit,2016,Kepler,9.80321143,0.0916,,,0,4.47,1162.91,15.4056
Kepler-894 b,Kepler-894,1,1,Transit,2016,Kepler,9.803224,0.0916,,,0,4.47,1162.91,15.4056
Kepler-894 b,Kepler-894,1,1,Transit,2016,Kepler,9.803224,0.0916,,,0,4.47,1162.91,15.4056
Kepler-894 b,Kepler-894,1,1,Transit,2016,Kepler,9.80322678,,,,0,4.57,1162.91,15.4056
Kepler-894 b,Kepler-894,1,1,Transit,2016,Kepler,9.803224,0.0916,,,0,4.47,1162.91,15.4056
Kepler-895 b,Kepler-895,1,1,Transit,2016,Kepler,2.806242,0.033,,,0,4.71,540.134,15.9804
Kepler-895 b,Kepler-895,1,1,Transit,2016,Kepler,2.80624233,0.0319,,,0,4.73,540.134,15.9804
Kepler-895 b,Kepler-895,1,1,Transit,2016,Kepler,2.80624349,,,,0,4.56,540.134,15.9804
Kepler-895 b,Kepler-895,1,1,Transit,2016,Kepler,2.80624233,0.0319,,,0,4.73,540.134,15.9804
Kepler-895 b,Kepler-895,1,1,Transit,2016,Kepler,2.80624349,0.0328,,,0,4.68,540.134,15.9804
Kepler-895 b,Kepler-895,1,1,Transit,2016,Kepler,2.80624233,0.0319,,,0,4.73,540.134,15.9804
Kepler-895 b,Kepler-895,1,1,Transit,2016,Kepler,2.80623084,,,,0,4.56,540.134,15.9804
Kepler-895 b,Kepler-895,1,1,Transit,2016,Kepler,2.80624233,,,,0,4.67,540.134,15.9804
Kepler-895 b,Kepler-895,1,1,Transit,2016,Kepler,,,,,0,,540.134,15.9804
Kepler-896 b,Kepler-896,1,2,Transit,2016,Kepler,144.547396,0.5162,,,0,4.57,2334.93,15.4307
Kepler-896 b,Kepler-896,1,2,Transit,2016,Kepler,144.551628,0.5164,,,0,4.57,2334.93,15.4307
Kepler-896 b,Kepler-896,1,2,Transit,2016,Kepler,144.547396,0.5162,,,0,4.57,2334.93,15.4307
Kepler-896 b,Kepler-896,1,2,Transit,2016,Kepler,144.5546446,,,,0,3.78,2334.93,15.4307
Kepler-896 b,Kepler-896,1,2,Transit,2016,Kepler,144.551628,,,,0,3.78,2334.93,15.4307
Kepler-896 b,Kepler-896,1,2,Transit,2016,Kepler,144.5669936,,,,0,3.78,2334.93,15.4307
Kepler-896 b,Kepler-896,1,2,Transit,2016,Kepler,144.5431,0.519,,,0,4.57,2334.93,15.4307
Kepler-896 b,Kepler-896,1,2,Transit,2016,Kepler,,,,,0,,2334.93,15.4307
Kepler-896 b,Kepler-896,1,2,Transit,2016,Kepler,144.547396,0.5162,,,0,4.57,2334.93,15.4307
Kepler-896 b,Kepler-896,1,2,Transit,2016,Kepler,144.547396,,,,0,4.56,2334.93,15.4307
Kepler-896 c,Kepler-896,1,2,Transit,2023,Kepler,29.5422963,0.1791,,,0,4.57,2334.93,15.4307
Kepler-896 c,Kepler-896,1,2,Transit,2023,Kepler,29.5422566,0.1792,,,0,4.57,2334.93,15.4307
Kepler-896 c,Kepler-896,1,2,Transit,2023,Kepler,29.5422963,0.1791,,,0,4.57,2334.93,15.4307
Kepler-896 c,Kepler-896,1,2,Transit,2023,Kepler,29.5422566,,,,0,3.78,2334.93,15.4307
Kepler-896 c,Kepler-896,1,2,Transit,2023,Kepler,29.54210091,,,,0,4.57,2334.93,15.4307
Kepler-896 c,Kepler-896,1,2,Transit,2023,Kepler,29.54221239,,,,0,3.78,2334.93,15.4307
Kepler-896 c,Kepler-896,1,2,Transit,2023,Kepler,29.5422963,0.1791,,,0,4.57,2334.93,15.4307
Kepler-896 c,Kepler-896,1,2,Transit,2023,Kepler,29.53941,0.18,,,0,4.57,2334.93,15.4307
Kepler-897 b,Kepler-897,1,1,Transit,2016,Kepler,8.04727721,0.077,,,0,4.55,1519.25,15.0787
Kepler-897 b,Kepler-897,1,1,Transit,2016,Kepler,8.04732,0.078,,,0,4.54,1519.25,15.0787
Kepler-897 b,Kepler-897,1,1,Transit,2016,Kepler,8.04727721,,,,0,4.11,1519.25,15.0787
Kepler-897 b,Kepler-897,1,1,Transit,2016,Kepler,8.0472642,0.077,,,0,4.55,1519.25,15.0787
Kepler-897 b,Kepler-897,1,1,Transit,2016,Kepler,8.0472642,,,,0,4.41,1519.25,15.0787
Kepler-897 b,Kepler-897,1,1,Transit,2016,Kepler,8.0472642,0.077,,,0,4.55,1519.25,15.0787
Kepler-897 b,Kepler-897,1,1,Transit,2016,Kepler,8.0472642,0.077,,,0,4.55,1519.25,15.0787
Kepler-897 b,Kepler-897,1,1,Transit,2016,Kepler,8.04730283,,,,0,4.11,1519.25,15.0787
Kepler-897 b,Kepler-897,1,1,Transit,2016,Kepler,,,,,0,,1519.25,15.0787
Kepler-898 b,Kepler-898,1,1,Transit,2016,Kepler,5.8706367,,,,0,4.48,484.891,15.9386
Kepler-898 b,Kepler-898,1,1,Transit,2016,Kepler,5.8706191,,,,0,4.66,484.891,15.9386
Kepler-898 b,Kepler-898,1,1,Transit,2016,Kepler,5.87063416,,,,0,4.48,484.891,15.9386
Kepler-898 b,Kepler-898,1,1,Transit,2016,Kepler,5.8706191,0.0534,,,0,4.7,484.891,15.9386
Kepler-898 b,Kepler-898,1,1,Transit,2016,Kepler,,,,,0,,484.891,15.9386
Kepler-898 b,Kepler-898,1,1,Transit,2016,Kepler,5.8706191,0.0534,,,0,4.7,484.891,15.9386
Kepler-898 b,Kepler-898,1,1,Transit,2016,Kepler,5.8706191,0.0534,,,0,4.7,484.891,15.9386
Kepler-898 b,Kepler-898,1,1,Transit,2016,Kepler,5.870719,0.053,,,0,4.71,484.891,15.9386
Kepler-898 b,Kepler-898,1,1,Transit,2016,Kepler,5.87063416,0.0545,,,0,4.66,484.891,15.9386
Kepler-899 b,Kepler-899,1,1,Transit,2016,Kepler,19.17896177,,,,0,4.35,1246.43,15.382
Kepler-899 b,Kepler-899,1,1,Transit,2016,Kepler,19.17891293,0.1392,,,0,4.54,1246.43,15.382
Kepler-899 b,Kepler-899,1,1,Transit,2016,Kepler,19.17903,0.139,,,0,4.56,1246.43,15.382
Kepler-899 b,Kepler-899,1,1,Transit,2016,Kepler,19.17893976,0.1392,,,0,4.54,1246.43,15.382
Kepler-899 b,Kepler-899,1,1,Transit,2016,Kepler,19.17891293,0.1392,,,0,4.54,1246.43,15.382
Kepler-899 b,Kepler-899,1,1,Transit,2016,Kepler,19.17891293,,,,0,4.49,1246.43,15.382
Kepler-899 b,Kepler-899,1,1,Transit,2016,Kepler,,,,,0,,1246.43,15.382
Kepler-899 b,Kepler-899,1,1,Transit,2016,Kepler,19.17893976,,,,0,4.35,1246.43,15.382
Kepler-899 b,Kepler-899,1,1,Transit,2016,Kepler,19.1789859,,,,0,4.35,1246.43,15.382
Kepler-899 b,Kepler-899,1,1,Transit,2016,Kepler,19.17891293,0.1392,,,0,4.54,1246.43,15.382
Kepler-9 b,Kepler-9,1,3,Transit,2010,Kepler,19.27082403,0.1423,,,1,4.49,628.257,13.7809
Kepler-9 b,Kepler-9,1,3,Transit,2010,Kepler,19.23876,,43.541,0.137,1,4.41,628.257,13.7809
Kepler-9 b,Kepler-9,1,3,Transit,2010,Kepler,19.24628649,,,,1,4.41,628.257,13.7809
Kepler-9 b,Kepler-9,1,3,Transit,2010,Kepler,19.27082403,,,,1,4.48,628.257,13.7809
Kepler-9 b,Kepler-9,1,3,Transit,2010,Kepler,19.23891,0.143,43.4,0.13655,1,4.49,628.257,13.7809
Kepler-9 b,Kepler-9,1,3,Transit,2010,Kepler,19.27082403,0.1423,,,1,4.49,628.257,13.7809
Kepler-9 b,Kepler-9,1,3,Transit,2010,Kepler,19.24,0.14,80.09,0.252,1,4.41,628.257,13.7809
Kepler-9 b,Kepler-9,1,3,Transit,2010,Kepler,19.238,,2175,6.844,1,,628.257,13.7809
Kepler-9 b,Kepler-9,1,3,Transit,2010,Kepler,19.243,,43.5,0.13687,1,,628.257,13.7809
Kepler-9 b,Kepler-9,1,3,Transit,2010,Kepler,,,,,1,,628.257,13.7809
Kepler-9 b,Kepler-9,1,3,Transit,2010,Kepler,19.27082403,0.1423,,,1,4.49,628.257,13.7809
Kepler-9 b,Kepler-9,1,3,Transit,2010,Kepler,19.27082584,0.1423,,,1,4.49,628.257,13.7809
Kepler-9 b,Kepler-9,1,3,Transit,2010,Kepler,19.27082584,,,,1,4.41,628.257,13.7809
Kepler-9 b,Kepler-9,1,3,Transit,2010,Kepler,19.2259,,43.98767,0.1384,1,,628.257,13.7809
Kepler-9 b,Kepler-9,1,3,Transit,2010,Kepler,,,,,1,,628.257,13.7809
Kepler-9 b,Kepler-9,1,3,Transit,2010,Kepler,19.273938,0.143,,,1,4.45,628.257,13.7809
Kepler-9 c,Kepler-9,1,3,Transit,2010,Kepler,38.969,,29.9,0.09408,1,,628.257,13.7809
Kepler-9 c,Kepler-9,1,3,Transit,2010,Kepler,38.988,,509.7,1.604,1,,628.257,13.7809
Kepler-9 c,Kepler-9,1,3,Transit,2010,Kepler,38.91,0.225,54.347,0.171,1,4.41,628.257,13.7809
Kepler-9 c,Kepler-9,1,3,Transit,2010,Kepler,,,,,1,,628.257,13.7809
Kepler-9 c,Kepler-9,1,3,Transit,2010,Kepler,38.94980851,,,,1,4.41,628.257,13.7809
Kepler-9 c,Kepler-9,1,3,Transit,2010,Kepler,38.9853,0.227,29.9,0.09408,1,4.49,628.257,13.7809
Kepler-9 c,Kepler-9,1,3,Transit,2010,Kepler,38.90787517,0.2273,,,1,4.49,628.257,13.7809
Kepler-9 c,Kepler-9,1,3,Transit,2010,Kepler,38.90787517,,,,1,4.41,628.257,13.7809
Kepler-9 c,Kepler-9,1,3,Transit,2010,Kepler,38.90787517,0.2273,,,1,4.49,628.257,13.7809
Kepler-9 c,Kepler-9,1,3,Transit,2010,Kepler,38.907202,0.229,,,1,4.45,628.257,13.7809
Kepler-9 c,Kepler-9,1,3,Transit,2010,Kepler,38.9861,,29.875,0.094,1,4.41,628.257,13.7809
Kepler-9 d,Kepler-9,1,3,Transit,2010,Kepler,1.59295975,0.027,,,0,4.49,628.257,13.7809
Kepler-9 d,Kepler-9,1,3,Transit,2010,Kepler,1.59295975,0.027,,,0,4.49,628.257,13.7809
Kepler-9 d,Kepler-9,1,3,Transit,2010,Kepler,1.5929716,0.027,,,0,4.45,628.257,13.7809
Kepler-9 d,Kepler-9,1,3,Transit,2010,Kepler,,,,,0,,628.257,13.7809
Kepler-9 d,Kepler-9,1,3,Transit,2010,Kepler,1.592851,0.0273,,,0,4.49,628.257,13.7809
Kepler-9 d,Kepler-9,1,3,Transit,2010,Kepler,1.59295975,,,,0,4.41,628.257,13.7809
Kepler-90 i,KOI-351,1,8,Transit,2017,Kepler,14.44912,,,,0,4.27,848.254,13.7397
Kepler-900 b,Kepler-900,1,1,Transit,2016,Kepler,6.9913086,0.0679,,,0,4.6,487.525,14.9453
Kepler-900 b,Kepler-900,1,1,Transit,2016,Kepler,6.99131301,,,,0,4.54,487.525,14.9453
Kepler-900 b,Kepler-900,1,1,Transit,2016,Kepler,6.99130452,,,,0,4.54,487.525,14.9453
Kepler-900 b,Kepler-900,1,1,Transit,2016,Kepler,6.9913086,,,,0,4.6,487.525,14.9453
Kepler-900 b,Kepler-900,1,1,Transit,2016,Kepler,6.9913086,0.0679,,,0,4.6,487.525,14.9453
Kepler-900 b,Kepler-900,1,1,Transit,2016,Kepler,6.991307,0.064,,,0,4.69,487.525,14.9453
Kepler-900 b,Kepler-900,1,1,Transit,2016,Kepler,6.99128645,,,,0,4.54,487.525,14.9453
Kepler-900 b,Kepler-900,1,1,Transit,2016,Kepler,,,,,0,,487.525,14.9453
Kepler-900 b,Kepler-900,1,1,Transit,2016,Kepler,6.99130452,0.0679,,,0,4.61,487.525,14.9453
Kepler-900 b,Kepler-900,1,1,Transit,2016,Kepler,6.9913086,0.0679,,,0,4.6,487.525,14.9453
Kepler-901 b,Kepler-901,1,1,Transit,2016,Kepler,3.51749473,,,,0,4.64,253.867,14.6803
Kepler-901 b,Kepler-901,1,1,Transit,2016,Kepler,3.51748824,,,,0,4.64,253.867,14.6803
Kepler-901 b,Kepler-901,1,1,Transit,2016,Kepler,3.517482,0.038,,,0,4.72,253.867,14.6803
Kepler-901 b,Kepler-901,1,1,Transit,2016,Kepler,3.51749079,,,,0,4.64,253.867,14.6803
Kepler-901 b,Kepler-901,1,1,Transit,2016,Kepler,3.51749439,0.0366,,,0,4.75,253.867,14.6803
Kepler-901 b,Kepler-901,1,1,Transit,2016,Kepler,3.51749439,,,,0,4.7,253.867,14.6803
Kepler-901 b,Kepler-901,1,1,Transit,2016,Kepler,3.51749439,0.0366,,,0,4.75,253.867,14.6803
Kepler-901 b,Kepler-901,1,1,Transit,2016,Kepler,3.51749473,0.0378,,,0,4.7,253.867,14.6803
Kepler-901 b,Kepler-901,1,1,Transit,2016,Kepler,3.51749439,0.0366,,,0,4.75,253.867,14.6803
Kepler-901 b,Kepler-901,1,1,Transit,2016,Kepler,,,,,0,,253.867,14.6803
Kepler-902 b,Kepler-902,1,1,Transit,2016,Kepler,40.1097817,,,,0,4.27,1165.34,14.8583
Kepler-902 b,Kepler-902,1,1,Transit,2016,Kepler,40.1097817,0.223,,,0,4.26,1165.34,14.8583
Kepler-902 b,Kepler-902,1,1,Transit,2016,Kepler,40.1099547,0.2281,,,0,4.52,1165.34,14.8583
Kepler-902 b,Kepler-902,1,1,Transit,2016,Kepler,40.10982208,,,,0,4.27,1165.34,14.8583
Kepler-902 b,Kepler-902,1,1,Transit,2016,Kepler,40.1099547,0.2281,,,0,4.52,1165.34,14.8583
Kepler-902 b,Kepler-902,1,1,Transit,2016,Kepler,40.10999,0.231,,,0,4.51,1165.34,14.8583
Kepler-902 b,Kepler-902,1,1,Transit,2016,Kepler,40.1099547,,,,0,4.49,1165.34,14.8583
Kepler-902 b,Kepler-902,1,1,Transit,2016,Kepler,40.10973575,,,,0,4.27,1165.34,14.8583
Kepler-902 b,Kepler-902,1,1,Transit,2016,Kepler,,,,,0,,1165.34,14.8583
Kepler-902 b,Kepler-902,1,1,Transit,2016,Kepler,40.1099547,0.2281,,,0,4.52,1165.34,14.8583
Kepler-903 b,Kepler-903,1,2,Transit,2016,Kepler,,,,,0,,1369.24,14.615
Kepler-903 b,Kepler-903,1,2,Transit,2016,Kepler,10.35113,0.092,,,0,4.56,1369.24,14.615
Kepler-903 b,Kepler-903,1,2,Transit,2016,Kepler,10.3507721,,,,0,4.46,1369.24,14.615
Kepler-903 b,Kepler-903,1,2,Transit,2016,Kepler,10.35078415,0.0907,,,0,4.34,1369.24,14.615
Kepler-903 b,Kepler-903,1,2,Transit,2016,Kepler,10.3507721,0.0912,,,0,4.55,1369.24,14.615
Kepler-903 b,Kepler-903,1,2,Transit,2016,Kepler,10.35078415,,,,0,4,1369.24,14.615
Kepler-903 b,Kepler-903,1,2,Transit,2016,Kepler,10.3507721,0.0912,,,0,4.55,1369.24,14.615
Kepler-903 b,Kepler-903,1,2,Transit,2016,Kepler,10.3506868,,,,0,4,1369.24,14.615
Kepler-903 b,Kepler-903,1,2,Transit,2016,Kepler,10.3507721,0.0912,,,0,4.55,1369.24,14.615
Kepler-903 b,Kepler-903,1,2,Transit,2016,Kepler,10.35073828,,,,0,4,1369.24,14.615
Kepler-903 c,Kepler-903,1,2,Transit,2016,Kepler,62.9147,0.305,,,0,4.56,1369.24,14.615
Kepler-903 c,Kepler-903,1,2,Transit,2016,Kepler,,,,,0,,1369.24,14.615
Kepler-903 c,Kepler-903,1,2,Transit,2016,Kepler,62.9224936,,,,0,4,1369.24,14.615
Kepler-903 c,Kepler-903,1,2,Transit,2016,Kepler,62.9228557,0.3037,,,0,4.55,1369.24,14.615
Kepler-903 c,Kepler-903,1,2,Transit,2016,Kepler,62.9212757,,,,0,4,1369.24,14.615
Kepler-903 c,Kepler-903,1,2,Transit,2016,Kepler,62.9228557,0.3037,,,0,4.55,1369.24,14.615
Kepler-903 c,Kepler-903,1,2,Transit,2016,Kepler,62.9228557,,,,0,4.46,1369.24,14.615
Kepler-903 c,Kepler-903,1,2,Transit,2016,Kepler,62.9228557,0.3037,,,0,4.55,1369.24,14.615
Kepler-903 c,Kepler-903,1,2,Transit,2016,Kepler,62.9224936,0.302,,,0,4.34,1369.24,14.615
Kepler-903 c,Kepler-903,1,2,Transit,2016,Kepler,62.92279994,,,,0,4,1369.24,14.615
Kepler-904 b,Kepler-904,1,1,Transit,2016,Kepler,,,,,0,,978.125,14.3921
Kepler-904 b,Kepler-904,1,1,Transit,2016,Kepler,3.02168007,0.0417,,,0,4.47,978.125,14.3921
Kepler-904 b,Kepler-904,1,1,Transit,2016,Kepler,3.02166863,0.0417,,,0,4.47,978.125,14.3921
Kepler-904 b,Kepler-904,1,1,Transit,2016,Kepler,3.02166863,0.0417,,,0,4.47,978.125,14.3921
Kepler-904 b,Kepler-904,1,1,Transit,2016,Kepler,3.02168007,,,,0,4.39,978.125,14.3921
Kepler-904 b,Kepler-904,1,1,Transit,2016,Kepler,3.02168044,,,,0,4.39,978.125,14.3921
Kepler-904 b,Kepler-904,1,1,Transit,2016,Kepler,3.02166863,0.0417,,,0,4.47,978.125,14.3921
Kepler-904 b,Kepler-904,1,1,Transit,2016,Kepler,3.021542,0.042,,,0,4.46,978.125,14.3921
Kepler-904 b,Kepler-904,1,1,Transit,2016,Kepler,3.02166863,,,,0,4.31,978.125,14.3921
Kepler-905 b,Kepler-905,1,1,Transit,2016,Kepler,5.082709,0.058,,,0,4.5,529.268,13.9504
Kepler-905 b,Kepler-905,1,1,Transit,2016,Kepler,5.0827526,,,,0,4.49,529.268,13.9504
Kepler-905 b,Kepler-905,1,1,Transit,2016,Kepler,5.08274836,,,,0,4.49,529.268,13.9504
Kepler-905 b,Kepler-905,1,1,Transit,2016,Kepler,5.08274836,0.0572,,,0,4.55,529.268,13.9504
Kepler-905 b,Kepler-905,1,1,Transit,2016,Kepler,5.08274068,,,,0,4.49,529.268,13.9504
Kepler-905 b,Kepler-905,1,1,Transit,2016,Kepler,,,,,0,,529.268,13.9504
Kepler-905 b,Kepler-905,1,1,Transit,2016,Kepler,5.08274652,0.0581,,,0,4.55,529.268,13.9504
Kepler-905 b,Kepler-905,1,1,Transit,2016,Kepler,5.08274652,0.0581,,,0,4.55,529.268,13.9504
Kepler-905 b,Kepler-905,1,1,Transit,2016,Kepler,5.08274652,,,,0,4.55,529.268,13.9504
Kepler-905 b,Kepler-905,1,1,Transit,2016,Kepler,5.08274652,0.0581,,,0,4.55,529.268,13.9504
Kepler-906 b,Kepler-906,1,1,Transit,2016,Kepler,41.6980186,,,,0,4.51,757.791,13.918
Kepler-906 b,Kepler-906,1,1,Transit,2016,Kepler,41.69797271,,,,0,4.51,757.791,13.918
Kepler-906 b,Kepler-906,1,1,Transit,2016,Kepler,41.6979976,0.2279,,,0,4.35,757.791,13.918
Kepler-906 b,Kepler-906,1,1,Transit,2016,Kepler,41.6979976,,,,0,4.45,757.791,13.918
Kepler-906 b,Kepler-906,1,1,Transit,2016,Kepler,41.6980186,0.2359,,,0,4.47,757.791,13.918
Kepler-906 b,Kepler-906,1,1,Transit,2016,Kepler,41.6979976,0.2279,,,0,4.35,757.791,13.918
Kepler-906 b,Kepler-906,1,1,Transit,2016,Kepler,41.69831,0.245,,,0,4.44,757.791,13.918
Kepler-906 b,Kepler-906,1,1,Transit,2016,Kepler,41.69808466,,,,0,4.51,757.791,13.918
Kepler-906 b,Kepler-906,1,1,Transit,2016,Kepler,41.6979976,0.2279,,,0,4.35,757.791,13.918
Kepler-906 b,Kepler-906,1,1,Transit,2016,Kepler,,,,,0,,757.791,13.918
Kepler-907 b,Kepler-907,1,1,Transit,2016,Kepler,15.86621821,0.1236,,,0,4.19,,11.4623
Kepler-907 b,Kepler-907,1,1,Transit,2016,Kepler,15.8662,0.124,,,0,4.41,,11.4623
Kepler-907 b,Kepler-907,1,1,Transit,2016,Kepler,15.86621821,0.1236,,,0,4.19,,11.4623
Kepler-907 b,Kepler-907,1,1,Transit,2016,Kepler,15.86627839,,,,0,,,11.4623
Kepler-907 b,Kepler-907,1,1,Transit,2016,Kepler,15.86621821,0.1236,,,0,4.19,,11.4623
Kepler-907 b,Kepler-907,1,1,Transit,2016,Kepler,15.86624787,0.1225,,,0,4.19,,11.4623
Kepler-907 b,Kepler-907,1,1,Transit,2016,Kepler,15.86627596,,,,0,,,11.4623
Kepler-907 b,Kepler-907,1,1,Transit,2016,Kepler,15.86624787,,,,0,,,11.4623
Kepler-907 b,Kepler-907,1,1,Transit,2016,Kepler,15.86621821,,,,0,4.19,,11.4623
Kepler-908 b,Kepler-908,3,1,Transit,2016,Kepler,1.34059678,0.0247,,,0,4.38,290.843,11.465
Kepler-908 b,Kepler-908,3,1,Transit,2016,Kepler,,,,,0,,290.843,11.465
Kepler-908 b,Kepler-908,3,1,Transit,2016,Kepler,1.34059747,0.0248,,,0,4.47,290.843,11.465
Kepler-908 b,Kepler-908,3,1,Transit,2016,Kepler,1.340638,0.025,,,0,4.41,290.843,11.465
Kepler-908 b,Kepler-908,3,1,Transit,2016,Kepler,1.34059747,0.0248,,,0,4.47,290.843,11.465
Kepler-908 b,Kepler-908,3,1,Transit,2016,Kepler,1.34059854,,,,0,4,290.843,11.465
Kepler-908 b,Kepler-908,3,1,Transit,2016,Kepler,1.34059747,0.0248,,,0,4.47,290.843,11.465
Kepler-908 b,Kepler-908,3,1,Transit,2016,Kepler,1.34060748,,,,0,4,290.843,11.465
Kepler-908 b,Kepler-908,3,1,Transit,2016,Kepler,1.34059678,,,,0,4,290.843,11.465
Kepler-908 b,Kepler-908,3,1,Transit,2016,Kepler,1.34059747,,,,0,4.38,290.843,11.465
Kepler-909 b,Kepler-909,1,1,Transit,2016,Kepler,13.93296076,,,,0,4.28,309.596,11.5096
Kepler-909 b,Kepler-909,1,1,Transit,2016,Kepler,13.93290318,0.1188,,,0,4.46,309.596,11.5096
Kepler-909 b,Kepler-909,1,1,Transit,2016,Kepler,13.93290318,0.1188,,,0,4.46,309.596,11.5096
Kepler-909 b,Kepler-909,1,1,Transit,2016,Kepler,13.93290318,0.1188,,,0,4.46,309.596,11.5096
Kepler-909 b,Kepler-909,1,1,Transit,2016,Kepler,13.93291548,,,,0,4.28,309.596,11.5096
Kepler-909 b,Kepler-909,1,1,Transit,2016,Kepler,13.93291548,0.1175,,,0,4.32,309.596,11.5096
Kepler-909 b,Kepler-909,1,1,Transit,2016,Kepler,13.93290318,,,,0,4.33,309.596,11.5096
Kepler-909 b,Kepler-909,1,1,Transit,2016,Kepler,13.93281,0.12,,,0,4.4,309.596,11.5096
Kepler-909 b,Kepler-909,1,1,Transit,2016,Kepler,,,,,0,,309.596,11.5096
Kepler-909 b,Kepler-909,1,1,Transit,2016,Kepler,13.93300143,,,,0,4.28,309.596,11.5096
Kepler-91 b,Kepler-91,1,1,Transit,2013,Kepler,6.24668005,,,,0,2.93,1294.69,12.4762
Kepler-91 b,Kepler-91,1,1,Transit,2013,Kepler,6.24668005,0.0733,,,0,2.94,1294.69,12.4762
Kepler-91 b,Kepler-91,1,1,Transit,2013,Kepler,6.24658,0.076,,,0,2.85,1294.69,12.4762
Kepler-91 b,Kepler-91,1,1,Transit,2013,Kepler,6.24667547,,,,0,,1294.69,12.4762
Kepler-91 b,Kepler-91,1,1,Transit,2013,Kepler,6.24658,0.0731,257.4423,0.81,0,2.95,1294.69,12.4762
Kepler-91 b,Kepler-91,1,1,Transit,2013,Kepler,,,,,0,,1294.69,12.4762
Kepler-91 b,Kepler-91,1,1,Transit,2013,Kepler,6.24650863,,,,0,,1294.69,12.4762
Kepler-91 b,Kepler-91,1,1,Transit,2013,Kepler,6.24668005,0.0733,,,0,2.94,1294.69,12.4762
Kepler-91 b,Kepler-91,1,1,Transit,2013,Kepler,6.24658,0.072,279.68,0.88,0,2.95,1294.69,12.4762
Kepler-91 b,Kepler-91,1,1,Transit,2013,Kepler,6.24654458,,,,0,,1294.69,12.4762
Kepler-91 b,Kepler-91,1,1,Transit,2013,Kepler,6.24658,0.073,146.2018,0.46,0,2.96,1294.69,12.4762
Kepler-91 b,Kepler-91,1,1,Transit,2013,Kepler,6.24688133,,,,0,4.44,1294.69,12.4762
Kepler-91 b,Kepler-91,1,1,Transit,2013,Kepler,6.24668005,,209.76,0.66,0,,1294.69,12.4762
Kepler-91 b,Kepler-91,1,1,Transit,2013,Kepler,6.24667547,0.0709,,,0,2.94,1294.69,12.4762
Kepler-91 b,Kepler-91,1,1,Transit,2013,Kepler,6.24668005,0.0733,,,0,2.94,1294.69,12.4762
Kepler-91 b,Kepler-91,1,1,Transit,2013,Kepler,6.246696,,241.54,0.76,0,,1294.69,12.4762
Kepler-910 b,Kepler-910,1,1,Transit,2016,Kepler,2.36436901,0.0376,,,0,4.19,400.289,11.5286
Kepler-910 b,Kepler-910,1,1,Transit,2016,Kepler,,,,,0,,400.289,11.5286
Kepler-910 b,Kepler-910,1,1,Transit,2016,Kepler,2.36436901,,,,0,4.19,400.289,11.5286
Kepler-910 b,Kepler-910,1,1,Transit,2016,Kepler,2.36432,0.037,,,0,4.3,400.289,11.5286
Kepler-910 b,Kepler-910,1,1,Transit,2016,Kepler,2.36433867,,,,0,4.11,400.289,11.5286
Kepler-910 b,Kepler-910,1,1,Transit,2016,Kepler,2.36436901,0.0376,,,0,4.19,400.289,11.5286
Kepler-910 b,Kepler-910,1,1,Transit,2016,Kepler,2.36436762,,,,0,4.11,400.289,11.5286
Kepler-910 b,Kepler-910,1,1,Transit,2016,Kepler,2.36436762,0.0382,,,0,4.18,400.289,11.5286
Kepler-910 b,Kepler-910,1,1,Transit,2016,Kepler,2.36436901,0.0376,,,0,4.19,400.289,11.5286
Kepler-911 b,Kepler-911,1,1,Transit,2016,Kepler,20.31047472,0.1549,,,0,3.97,556.168,11.8295
Kepler-911 b,Kepler-911,1,1,Transit,2016,Kepler,20.31055173,,,,0,3.88,556.168,11.8295
Kepler-911 b,Kepler-911,1,1,Transit,2016,Kepler,,,,,0,,556.168,11.8295
Kepler-911 b,Kepler-911,1,1,Transit,2016,Kepler,20.31035,0.155,,,0,4.03,556.168,11.8295
Kepler-911 b,Kepler-911,1,1,Transit,2016,Kepler,20.310501,0.1586,,,0,3.97,556.168,11.8295
Kepler-911 b,Kepler-911,1,1,Transit,2016,Kepler,20.310501,0.1586,,,0,3.97,556.168,11.8295
Kepler-911 b,Kepler-911,1,1,Transit,2016,Kepler,20.31056961,,,,0,3.88,556.168,11.8295
Kepler-911 b,Kepler-911,1,1,Transit,2016,Kepler,20.310501,0.1586,,,0,3.97,556.168,11.8295
