pl_name,hostname,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,pl_orbper,pl_orbsmax,pl_bmasse,pl_bmassj,ttv_flag,st_logg,sy_dist,sy_gaiamag
11 Com b,11 Com,2,1,Radial Velocity,2007,Xinglong Station,,1.21,5434.7,17.1,0,,93.1846,4.44038
11 Com b,11 Com,2,1,Radial Velocity,2007,Xinglong Station,326.03,1.29,6165.6,19.4,0,2.31,93.1846,4.44038
11 Com b,11 Com,2,1,Radial Velocity,2007,Xinglong Station,323.21,1.178,4914.89849,15.464,0,2.45,93.1846,4.44038
11 UMi b,11 UMi,1,1,Radial Velocity,2009,Thueringer Landessternwarte Tautenburg,516.21997,1.53,4684.8142,14.74,0,1.93,125.321,4.56216
11 UMi b,11 UMi,1,1,Radial Velocity,2009,Thueringer Landessternwarte Tautenburg,,1.51,3432.4,10.8,0,,125.321,4.56216
11 UMi b,11 UMi,1,1,Radial Velocity,2009,Thueringer Landessternwarte Tautenburg,516.22,1.54,3337.07,10.5,0,1.6,125.321,4.56216
14 And b,14 And,1,1,Radial Velocity,2008,Okayama Astrophysical Observatory,186.76,0.775,1131.1513,3.559,0,2.55,75.4392,4.91781
14 And b,14 And,1,1,Radial Velocity,2008,Okayama Astrophysical Observatory,,0.68,1017,3.2,0,,75.4392,4.91781
14 And b,14 And,1,1,Radial Velocity,2008,Okayama Astrophysical Observatory,185.84,0.83,1525.5,4.8,0,2.63,75.4392,4.91781
14 Her b,14 Her,1,2,Radial Velocity,2002,W. M. Keck Observatory,1773.4,2.77,1474.67,4.64,0,,17.9323,6.383
14 Her b,14 Her,1,2,Radial Velocity,2002,W. M. Keck Observatory,1766,2.864,1581.138,4.975,0,4.4,17.9323,6.383
14 Her b,14 Her,1,2,Radial Velocity,2002,W. M. Keck Observatory,1765.0389,2.774,2559.47216,8.053,0,,17.9323,6.383
14 Her b,14 Her,1,2,Radial Velocity,2002,W. M. Keck Observatory,1773.40002,2.93,1481.0878,4.66,0,4.45,17.9323,6.383
14 Her b,14 Her,1,2,Radial Velocity,2002,W. M. Keck Observatory,1796.4,2.8,1506.45,4.74,0,4.4,17.9323,6.383
14 Her b,14 Her,1,2,Radial Velocity,2002,W. M. Keck Observatory,1766.41,2.83,1541.46777,4.85,0,4.43,17.9323,6.383
14 Her b,14 Her,1,2,Radial Velocity,2002,W. M. Keck Observatory,1724,2.82,1554.12,4.89,0,,17.9323,6.383
14 Her b,14 Her,1,2,Radial Velocity,2002,W. M. Keck Observatory,,2.73,1440.663,4.533,0,,17.9323,6.383
16 Cyg B b,16 Cyg B,3,1,Radial Velocity,1996,Multiple Observatories,799.45,1.676,556.83537,1.752,0,4.3,21.1397,6.06428
16 Cyg B b,16 Cyg B,3,1,Radial Velocity,1996,Multiple Observatories,798.5,1.681,533.9544,1.68,0,4.36,21.1397,6.06428
16 Cyg B b,16 Cyg B,3,1,Radial Velocity,1996,Multiple Observatories,800.8,1.6,476.7,1.5,0,4.35,21.1397,6.06428
16 Cyg B b,16 Cyg B,3,1,Radial Velocity,1996,Multiple Observatories,799.5,1.68,533.93,1.68,0,4.35,21.1397,6.06428
16 Cyg B b,16 Cyg B,3,1,Radial Velocity,1996,Multiple Observatories,799.5,1.68,533.93,1.68,0,,21.1397,6.06428
16 Cyg B b,16 Cyg B,3,1,Radial Velocity,1996,Multiple Observatories,798.5,1.66,565.7374,1.78,0,4.36,21.1397,6.06428
17 Sco b,17 Sco,1,1,Radial Velocity,2020,Lick Observatory,578.38,1.45,1373.01872,4.32,0,1.7,124.953,4.75429
18 Del b,18 Del,2,1,Radial Velocity,2008,Okayama Astrophysical Observatory,993.3,2.6,3273.5,10.3,0,2.82,76.222,5.27476
18 Del b,18 Del,2,1,Radial Velocity,2008,Okayama Astrophysical Observatory,982.85,2.476,2926.24614,9.207,0,2.87,76.222,5.27476
18 Del b,18 Del,2,1,Radial Velocity,2008,Okayama Astrophysical Observatory,,2.54,3127.3,9.84,0,,76.222,5.27476
1RXS J160929.1-210524 b,1RXS J160929.1-210524,1,1,Imaging,2008,Gemini Observatory,,330,4000,12,0,,139.135,12.0572
1RXS J160929.1-210524 b,1RXS J160929.1-210524,1,1,Imaging,2008,Gemini Observatory,,330,3000,8,0,,139.135,12.0572
1RXS J160929.1-210524 b,1RXS J160929.1-210524,1,1,Imaging,2008,Gemini Observatory,,330,3000,8,0,4,139.135,12.0572
1RXS J160929.1-210524 b,1RXS J160929.1-210524,1,1,Imaging,2008,Gemini Observatory,,330,2543,8,0,,139.135,12.0572
24 Boo b,24 Boo,1,1,Radial Velocity,2018,Okayama Astrophysical Observatory,30.33,0.194,280.64248,0.883,0,2.28,95.9863,5.3339
24 Boo b,24 Boo,1,1,Radial Velocity,2018,Okayama Astrophysical Observatory,30.3506,0.19,289.2253,0.91,0,2.42,95.9863,5.3339
24 Sex b,24 Sex,1,2,Radial Velocity,2010,Lick Observatory,452.8,1.333,632.46,1.99,0,3.5,72.0691,6.20374
24 Sex c,24 Sex,1,2,Radial Velocity,2010,Lick Observatory,883,2.08,273.32,0.86,0,3.5,72.0691,6.20374
2M0437 b,2MASS J04372171+2651014,1,1,Imaging,2021,Subaru Telescope,,118,1271.31363,4,0,4.5,128.484,14.3374
2MASS J01033563-5515561 AB b,2MASS J01033563-5515561 A,2,1,Imaging,2013,Paranal Observatory,,84,4131.79,13,0,,,
2MASS J01225093-2439505 b,2MASS J01225093-2439505,1,1,Imaging,2013,W. M. Keck Observatory,,,,,0,4.86,33.8281,12.9025
2MASS J01225093-2439505 b,2MASS J01225093-2439505,1,1,Imaging,2013,W. M. Keck Observatory,,52,7786.5,24.5,0,,33.8281,12.9025
2MASS J02192210-3925225 b,2MASS J02192210-3925225,1,1,Imaging,2015,Cerro Tololo Inter-American Observatory,,156,4417.837,13.9,0,4.59,,15.0123
2MASS J04414489+2301513 b,2MASS J04414489+2301513,1,1,Imaging,2010,Hubble Space Telescope,,15,2383.6,7.5,0,,,18.9668
2MASS J12073346-3932539 b,2MASS J12073346-3932539,1,1,Imaging,2004,Paranal Observatory,,55,1589.15,5,0,,64.308,17.4076
2MASS J12073346-3932539 b,2MASS J12073346-3932539,1,1,Imaging,2004,Paranal Observatory,,46,1271,4,0,5.03,64.308,17.4076
2MASS J19383260+4603591 b,2MASS J19383260+4603591,2,3,Eclipse Timing Variations,2015,Kepler,406,,591.16084,1.86,0,5.51,396.332,12.1376
2MASS J19383260+4603591 b,2MASS J19383260+4603591,2,3,Eclipse Timing Variations,2015,Kepler,416,0.92,603.877,1.9,0,,396.332,12.1376
2MASS J22362452+4751425 b,2MASS J22362452+4751425,1,1,Imaging,2016,W. M. Keck Observatory,,230,3972.875,12.5,0,,69.5737,11.9484
30 Ari B b,30 Ari B,4,1,Radial Velocity,2009,Thueringer Landessternwarte Tautenburg,335.1,0.995,3140.03,9.88,0,4.5,44.657,6.96085
30 Ari B b,30 Ari B,4,1,Radial Velocity,2009,Thueringer Landessternwarte Tautenburg,345.4,1.01,2097.678,6.6,0,,44.657,6.96085
30 Ari B b,30 Ari B,4,1,Radial Velocity,2009,Thueringer Landessternwarte Tautenburg,335.10001,0.99,4392.4106,13.82,0,4.43,44.657,6.96085
4 UMa b,4 UMa,1,1,Radial Velocity,2006,Thueringer Landessternwarte Tautenburg,270.27,0.877,2511.48007,7.902,0,1.8,73.4603,4.23773
4 UMa b,4 UMa,1,1,Radial Velocity,2006,Thueringer Landessternwarte Tautenburg,269.3,0.87,2256.5,7.1,0,1.8,73.4603,4.23773
42 Dra b,42 Dra,2,1,Radial Velocity,2008,Thueringer Landessternwarte Tautenburg,479.1,1.19,1233.13,3.88,0,1.71,90.6545,4.43216
47 UMa b,47 UMa,1,3,Radial Velocity,1996,Lick Observatory,1076.6,2.1,778.6835,2.45,0,,13.7967,4.87837
47 UMa b,47 UMa,1,3,Radial Velocity,1996,Lick Observatory,1078,2.1,804.08,2.53,0,4.3,13.7967,4.87837
47 UMa b,47 UMa,1,3,Radial Velocity,1996,Lick Observatory,1100.8,2.11,877.17,2.76,0,,13.7967,4.87837
47 UMa b,47 UMa,1,3,Radial Velocity,1996,Lick Observatory,1083.2,2.11,826.32,2.6,0,,13.7967,4.87837
47 UMa b,47 UMa,1,3,Radial Velocity,1996,Lick Observatory,1076.6,2.059,774.86566,2.438,0,4.33,13.7967,4.87837
47 UMa c,47 UMa,1,3,Radial Velocity,2001,Lick Observatory,2391,3.6,171.621,0.54,0,4.3,13.7967,4.87837
47 UMa c,47 UMa,1,3,Radial Velocity,2001,Lick Observatory,7586,7.73,425.87,1.34,0,,13.7967,4.87837
47 UMa c,47 UMa,1,3,Radial Velocity,2001,Lick Observatory,2287,3.404,157.96072,0.497,0,4.33,13.7967,4.87837
47 UMa d,47 UMa,1,3,Radial Velocity,2009,Lick Observatory,14002,11.6,521.22,1.64,0,4.3,13.7967,4.87837
47 UMa d,47 UMa,1,3,Radial Velocity,2009,Lick Observatory,19000,13.8,479.92089,1.51,0,4.33,13.7967,4.87837
51 Eri b,51 Eri,3,1,Imaging,2015,Gemini Observatory,14965,14,,,0,4.31,29.7575,5.15806
51 Eri b,51 Eri,3,1,Imaging,2015,Gemini Observatory,11688,12,,,0,4.31,29.7575,5.15806
51 Eri b,51 Eri,3,1,Imaging,2015,Gemini Observatory,,13.2,635.66,2,0,,29.7575,5.15806
51 Peg b,51 Peg,1,1,Radial Velocity,1995,Haute-Provence Observatory,4.231,0.052,146.2018,0.46,0,,15.4614,5.28647
51 Peg b,51 Peg,1,1,Radial Velocity,1995,Haute-Provence Observatory,4.23077,0.052,148.738,0.468,0,,15.4614,5.28647
51 Peg b,51 Peg,1,1,Radial Velocity,1995,Haute-Provence Observatory,4.2293,,149.3801,0.47,0,4.32,15.4614,5.28647
51 Peg b,51 Peg,1,1,Radial Velocity,1995,Haute-Provence Observatory,4.2307969,0.05235,147.47238,0.464,0,4.32,15.4614,5.28647
51 Peg b,51 Peg,1,1,Radial Velocity,1995,Haute-Provence Observatory,4.230785,0.0527,150.009,0.472,0,4.31,15.4614,5.28647
55 Cnc b,55 Cnc,2,5,Radial Velocity,1996,Lick Observatory,14.65126,0.1138,260.61,0.82,0,4.42,12.5855,5.72973
55 Cnc b,55 Cnc,2,5,Radial Velocity,1996,Lick Observatory,14.647,0.115,289.21,0.91,0,,12.5855,5.72973
55 Cnc b,55 Cnc,2,5,Radial Velocity,1996,Lick Observatory,14.648,0.11,266.9772,0.84,0,4.5,12.5855,5.72973
55 Cnc b,55 Cnc,2,5,Radial Velocity,1996,Lick Observatory,14.465314,0.11339,266.966,0.84,0,4.42,12.5855,5.72973
55 Cnc b,55 Cnc,2,5,Radial Velocity,1996,Lick Observatory,14.65152,0.115227,263.9785,0.8306,0,,12.5855,5.72973
55 Cnc b,55 Cnc,2,5,Radial Velocity,1996,Lick Observatory,14.651,0.1134,254.25,0.8,0,4.42,12.5855,5.72973
55 Cnc b,55 Cnc,2,5,Radial Velocity,1996,Lick Observatory,14.6516,0.1134,255.4,0.8036,0,4.43,12.5855,5.72973
55 Cnc b,55 Cnc,2,5,Radial Velocity,1996,Lick Observatory,14.65162,0.115,261.881,0.824,0,4.42,12.5855,5.72973
55 Cnc b,55 Cnc,2,5,Radial Velocity,1996,Lick Observatory,14.67,0.115,249.17872,0.784,0,,12.5855,5.72973
55 Cnc b,55 Cnc,2,5,Radial Velocity,1996,Lick Observatory,14.6,0.113,254.25,0.8,0,,12.5855,5.72973
55 Cnc b,55 Cnc,2,5,Radial Velocity,1996,Lick Observatory,14.65171,0.1162,267.29369,0.841,0,4.46,12.5855,5.72973
55 Cnc b,55 Cnc,2,5,Radial Velocity,1996,Lick Observatory,14.653,0.115,266.9772,0.84,0,,12.5855,5.72973
55 Cnc c,55 Cnc,2,5,Radial Velocity,2004,McDonald Observatory,44.3827,0.2432,54.34866,0.171,0,4.46,12.5855,5.72973
55 Cnc c,55 Cnc,2,5,Radial Velocity,2004,McDonald Observatory,43.93,0.24,68.96911,0.217,0,,12.5855,5.72973
55 Cnc c,55 Cnc,2,5,Radial Velocity,2004,McDonald Observatory,44.3787,0.238,52.44,0.165,0,4.42,12.5855,5.72973
55 Cnc c,55 Cnc,2,5,Radial Velocity,2004,McDonald Observatory,44.373,0.23735,56.6985,0.1784,0,4.42,12.5855,5.72973
55 Cnc c,55 Cnc,2,5,Radial Velocity,2004,McDonald Observatory,44.3989,0.2373,51.2,0.1611,0,4.43,12.5855,5.72973
55 Cnc c,55 Cnc,2,5,Radial Velocity,2004,McDonald Observatory,44.3446,0.24,53.711,0.169,0,4.42,12.5855,5.72973
55 Cnc c,55 Cnc,2,5,Radial Velocity,2004,McDonald Observatory,44.4175,0.241376,54.4738,0.1714,0,,12.5855,5.72973
55 Cnc c,55 Cnc,2,5,Radial Velocity,2004,McDonald Observatory,44.38,0.237,52.44,0.165,0,4.42,12.5855,5.72973
55 Cnc d,55 Cnc,2,5,Radial Velocity,2002,Lick Observatory,4820,5.54,908.98924,2.86,0,4.46,12.5855,5.72973
55 Cnc d,55 Cnc,2,5,Radial Velocity,2002,Lick Observatory,5218,5.77,1218.827,3.835,0,4.42,12.5855,5.72973
55 Cnc d,55 Cnc,2,5,Radial Velocity,2002,Lick Observatory,5360,5.9,1287.2115,4.05,0,,12.5855,5.72973
55 Cnc d,55 Cnc,2,5,Radial Velocity,2002,Lick Observatory,5370,5.84,1220.42,3.84,0,4.42,12.5855,5.72973
55 Cnc d,55 Cnc,2,5,Radial Velocity,2002,Lick Observatory,4545,5.28,918.49,2.89,0,,12.5855,5.72973
55 Cnc d,55 Cnc,2,5,Radial Velocity,2002,Lick Observatory,4825,5.503,1232.493,3.878,0,,12.5855,5.72973
55 Cnc d,55 Cnc,2,5,Radial Velocity,2002,Lick Observatory,4867,5.446,1226.77,3.86,0,4.42,12.5855,5.72973
55 Cnc d,55 Cnc,2,5,Radial Velocity,2002,Lick Observatory,4517.4,5.257,1243.35096,3.912,0,,12.5855,5.72973
55 Cnc d,55 Cnc,2,5,Radial Velocity,2002,Lick Observatory,5574.2,5.957,991.6,3.12,0,4.43,12.5855,5.72973
55 Cnc d,55 Cnc,2,5,Radial Velocity,2002,Lick Observatory,4909,5.47,1121.89,3.53,0,4.42,12.5855,5.72973
55 Cnc e,55 Cnc,2,5,Radial Velocity,2004,McDonald Observatory,,0.01544,8.08,0.02542,0,4.42,12.5855,5.72973
55 Cnc e,55 Cnc,2,5,Radial Velocity,2004,McDonald Observatory,0.7365417,,,,0,,12.5855,5.72973
55 Cnc e,55 Cnc,2,5,Radial Velocity,2004,McDonald Observatory,0.7365478,0.015439,8.09479,0.02547,0,4.42,12.5855,5.72973
55 Cnc e,55 Cnc,2,5,Radial Velocity,2004,McDonald Observatory,0.736539,0.01544,8.08,0.02542,0,4.42,12.5855,5.72973
55 Cnc e,55 Cnc,2,5,Radial Velocity,2004,McDonald Observatory,2.79674,0.0377,7.4687,0.0235,0,4.42,12.5855,5.72973
55 Cnc e,55 Cnc,2,5,Radial Velocity,2004,McDonald Observatory,0.73654582,,,,0,4.42,12.5855,5.72973
55 Cnc e,55 Cnc,2,5,Radial Velocity,2004,McDonald Observatory,0.7365437,0.01544,7.81,0.02457,0,4.45,12.5855,5.72973
55 Cnc e,55 Cnc,2,5,Radial Velocity,2004,McDonald Observatory,0.73654604,,,,0,,12.5855,5.72973
55 Cnc e,55 Cnc,2,5,Radial Velocity,2004,McDonald Observatory,2.808,0.038,14.30235,0.045,0,,12.5855,5.72973
55 Cnc e,55 Cnc,2,5,Radial Velocity,2004,McDonald Observatory,0.737,,7.74,0.02435,0,4.43,12.5855,5.72973
55 Cnc e,55 Cnc,2,5,Radial Velocity,2004,McDonald Observatory,0.7365474,,8.59,0.02703,0,,12.5855,5.72973
55 Cnc e,55 Cnc,2,5,Radial Velocity,2004,McDonald Observatory,0.736546,0.01583,8.37,0.026,0,4.42,12.5855,5.72973
55 Cnc e,55 Cnc,2,5,Radial Velocity,2004,McDonald Observatory,0.7365515,0.015691,8.13928,0.02561,0,,12.5855,5.72973
55 Cnc e,55 Cnc,2,5,Radial Velocity,2004,McDonald Observatory,0.73654,0.01583,8.63,0.027,0,,12.5855,5.72973
55 Cnc e,55 Cnc,2,5,Radial Velocity,2004,McDonald Observatory,,,,,0,4.42,12.5855,5.72973
55 Cnc e,55 Cnc,2,5,Radial Velocity,2004,McDonald Observatory,0.7365474,0.01544,7.99,0.02514,0,4.43,12.5855,5.72973
55 Cnc e,55 Cnc,2,5,Radial Velocity,2004,McDonald Observatory,0.7365445,0.01583,9.37594,0.0295,0,4.46,12.5855,5.72973
55 Cnc f,55 Cnc,2,5,Radial Velocity,2007,Multiple Observatories,262,0.788,44.812,0.141,0,,12.5855,5.72973
55 Cnc f,55 Cnc,2,5,Radial Velocity,2007,Multiple Observatories,260.91,0.7733,47.0051,0.1479,0,4.42,12.5855,5.72973
55 Cnc f,55 Cnc,2,5,Radial Velocity,2007,Multiple Observatories,260.7,0.775,44.812,0.141,0,4.42,12.5855,5.72973
55 Cnc f,55 Cnc,2,5,Radial Velocity,2007,Multiple Observatories,259.88,0.7708,47.8,0.1503,0,4.43,12.5855,5.72973
55 Cnc f,55 Cnc,2,5,Radial Velocity,2007,Multiple Observatories,260,0.781,45.766,0.144,0,4.42,12.5855,5.72973
55 Cnc f,55 Cnc,2,5,Radial Velocity,2007,Multiple Observatories,260.98,0.792,46.87969,0.1475,0,4.46,12.5855,5.72973
55 Cnc f,55 Cnc,2,5,Radial Velocity,2007,Multiple Observatories,261.2,0.77,54.664,0.172,0,4.42,12.5855,5.72973
6 Lyn b,6 Lyn,1,1,Radial Velocity,2008,Okayama Astrophysical Observatory,899,2.2,762.8,2.4,0,3.16,54.6599,5.60686
6 Lyn b,6 Lyn,1,1,Radial Velocity,2008,Okayama Astrophysical Observatory,874.774,2.18,702.4043,2.21,0,,54.6599,5.60686
6 Lyn b,6 Lyn,1,1,Radial Velocity,2008,Okayama Astrophysical Observatory,919.86,2.028,597.83523,1.881,0,3.16,54.6599,5.60686
6 Lyn b,6 Lyn,1,1,Radial Velocity,2008,Okayama Astrophysical Observatory,934.3,2.11,638.8383,2.01,0,3.19,54.6599,5.60686
61 Vir b,61 Vir,1,3,Radial Velocity,2009,Multiple Observatories,4.21487,0.04956,5.11704,0.0161,0,4.37,8.50332,4.54052
61 Vir b,61 Vir,1,3,Radial Velocity,2009,Multiple Observatories,4.215,0.050201,5.1,0.016,0,4.34,8.50332,4.54052
61 Vir c,61 Vir,1,3,Radial Velocity,2009,Multiple Observatories,38.0957,0.2151,16.1139,0.0507,0,4.37,8.50332,4.54052
61 Vir c,61 Vir,1,3,Radial Velocity,2009,Multiple Observatories,38.021,0.2175,18.2,0.057,0,4.34,8.50332,4.54052
61 Vir d,61 Vir,1,3,Radial Velocity,2009,Multiple Observatories,123.01,0.476,22.9,0.072,0,4.34,8.50332,4.54052
7 CMa b,7 CMa,1,2,Radial Velocity,2011,Anglo-Australian Telescope,796,1.93,781.8618,2.46,0,,19.8101,3.67853
7 CMa b,7 CMa,1,2,Radial Velocity,2011,Anglo-Australian Telescope,763,1.9,826.3,2.6,0,3.25,19.8101,3.67853
7 CMa b,7 CMa,1,2,Radial Velocity,2011,Anglo-Australian Telescope,735.1,1.758,587.9855,1.85,0,3.19,19.8101,3.67853
7 CMa c,7 CMa,1,2,Radial Velocity,2019,Multiple Observatories,996,2.153,276.5121,0.87,0,3.19,19.8101,3.67853
70 Vir b,70 Vir,1,1,Radial Velocity,1996,Lick Observatory,116.689,0.456,2084.88,6.56,0,,17.9011,4.76178
70 Vir b,70 Vir,1,1,Radial Velocity,1996,Lick Observatory,116.6884,0.48,2421.8646,7.62,0,3.97,17.9011,4.76178
70 Vir b,70 Vir,1,1,Radial Velocity,1996,Lick Observatory,116.69335,0.4765,2297.89938,7.23,0,3.89,17.9011,4.76178
70 Vir b,70 Vir,1,1,Radial Velocity,1996,Lick Observatory,116.688,0.481,2357.02728,7.416,0,3.95,17.9011,4.76178
70 Vir b,70 Vir,1,1,Radial Velocity,1996,Lick Observatory,116.6884,0.484,2380.45,7.49,0,4.07,17.9011,4.76178
70 Vir b,70 Vir,1,1,Radial Velocity,1996,Lick Observatory,116.6926,0.481,2351.942,7.4,0,3.9,17.9011,4.76178
75 Cet b,75 Cet,2,2,Radial Velocity,2012,Okayama Astrophysical Observatory,691.9,2.1,953.49,3,0,2.63,82.9613,5.09343
75 Cet b,75 Cet,2,2,Radial Velocity,2012,Okayama Astrophysical Observatory,696.62,1.912,787.89662,2.479,0,2.69,82.9613,5.09343
75 Cet c,75 Cet,2,2,Radial Velocity,2023,Okayama Astrophysical Observatory,2051.62,3.929,289.85951,0.912,0,2.69,82.9613,5.09343
8 UMi b,8 UMi,1,1,Radial Velocity,2015,Bohyunsan Optical Astronomical Observatory,93.4,0.49,416.3573,1.31,0,2.57,162.552,6.55896
8 UMi b,8 UMi,1,1,Radial Velocity,2015,Bohyunsan Optical Astronomical Observatory,93.4,0.49,476.745,1.5,0,2.57,162.552,6.55896
81 Cet b,81 Cet,1,1,Radial Velocity,2008,Okayama Astrophysical Observatory,952.7,2.5,1684.4,5.3,0,2.35,101.26,5.37588
81 Cet b,81 Cet,1,1,Radial Velocity,2008,Okayama Astrophysical Observatory,,2.17,1274.4,4.01,0,,101.26,5.37588
81 Cet b,81 Cet,1,1,Radial Velocity,2008,Okayama Astrophysical Observatory,1005.57,2.104,1051.05854,3.307,0,2.41,101.26,5.37588
91 Aqr b,91 Aqr,3,1,Radial Velocity,2013,Lick Observatory,181.4,0.7,1017,3.2,0,2.52,44.0304,3.95311
AB Aur b,AB Aur,1,1,Imaging,2022,Subaru Telescope,,93.9,2860.45566,9,0,,162.127,7.07854
AB Pic b,AB Pic,1,1,Imaging,2005,Paranal Observatory,,260,4290.5,13.5,0,,50.0475,8.8378
AF Lep b,AF Lep,1,1,Imaging,2023,Paranal Observatory,8030,8.4,1017.0509,3.2,0,,26.8564,6.18644
AF Lep b,AF Lep,1,1,Imaging,2023,Paranal Observatory,7520,7.99,1664.46737,5.237,0,4.4,26.8564,6.18644
AF Lep b,AF Lep,1,1,Imaging,2023,Paranal Observatory,9060,9.3,1366.66215,4.3,0,,26.8564,6.18644
AU Mic b,AU Mic,1,3,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),8.4629991,0.0645,20.12,0.0633,1,,9.7221,7.84038
AU Mic b,AU Mic,1,3,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),8.4630004,0.0644,,,1,,9.7221,7.84038
AU Mic b,AU Mic,1,3,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),8.46321,,17.1,0.0538,1,4.39,9.7221,7.84038
AU Mic b,AU Mic,1,3,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),8.463,0.0645,17,0.05349,1,,9.7221,7.84038
AU Mic b,AU Mic,1,3,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),8.46321,0.066,57.2094,0.18,1,,9.7221,7.84038
AU Mic b,AU Mic,1,3,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),8.46308,0.0649,,,1,4.4,9.7221,7.84038
AU Mic b,AU Mic,1,3,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),8.46321,,,,1,,9.7221,7.84038
AU Mic b,AU Mic,1,3,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),8.4631427,,10.2,0.03209,1,4.52,9.7221,7.84038
AU Mic b,AU Mic,1,3,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),,,,,1,4.6,9.7221,7.84038
AU Mic b,AU Mic,1,3,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),8.463,,11.7,0.03681,1,4.39,9.7221,7.84038
AU Mic c,AU Mic,1,3,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),18.85882,,14.2,0.04468,0,4.52,9.7221,7.84038
AU Mic c,AU Mic,1,3,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),18.85969,0.1108,,,0,4.4,9.7221,7.84038
AU Mic c,AU Mic,1,3,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),18.858991,0.1101,9.6,0.0302,0,,9.7221,7.84038
AU Mic c,AU Mic,1,3,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),18.859019,0.1101,13.6,0.04279,0,,9.7221,7.84038
AU Mic c,AU Mic,1,3,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),18.859019,,22.2,0.06985,0,4.39,9.7221,7.84038
AU Mic c,AU Mic,1,3,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),18.858982,0.11,,,0,,9.7221,7.84038
AU Mic d,AU Mic,1,3,Transit Timing Variations,2023,Multiple Observatories,12.73596,,1.053,0.00331,0,4.4,9.7221,7.84038
BD+03 2562 b,BD+03 2562,1,1,Radial Velocity,2017,Multiple Observatories,481.9,1.3,2034.112,6.4,0,1.89,1070.63,8.9977
BD+14 4559 b,BD+14 4559,1,1,Radial Velocity,2009,McDonald Observatory,268.94,0.78,330.5432,1.04,0,4.26,49.352,9.35108
BD+14 4559 b,BD+14 4559,1,1,Radial Velocity,2009,McDonald Observatory,268.94,0.777,467.19,1.47,0,4.6,49.352,9.35108
BD+15 2375 b,BD+15 2375,1,1,Radial Velocity,2016,Roque de los Muchachos Observatory,153.22,0.576,337.21763,1.061,0,2.61,768.045,9.9918
BD+15 2940 b,BD+15 2940,1,1,Radial Velocity,2013,McDonald Observatory,137.48,0.539,352.78,1.11,0,2.8,426.42,8.7178
BD+20 2457 b,BD+20 2457,1,2,Radial Velocity,2009,McDonald Observatory,379.63,1.45,6807.63,21.42,0,1.51,1539.71,9.22684
BD+20 2457 b,BD+20 2457,1,2,Radial Velocity,2009,McDonald Observatory,379.63,1.05,17668.1697,55.59,0,1.77,1539.71,9.22684
BD+20 2457 c,BD+20 2457,1,2,Radial Velocity,2009,McDonald Observatory,621.99,2.01,3963.17,12.47,0,1.51,1539.71,9.22684
BD+20 274 b,BD+20 274,1,1,Radial Velocity,2012,McDonald Observatory,578.2,1.3,1334.886,4.2,0,1.99,1322.51,8.91613
BD+20 594 b,BD+20 594,1,1,Transit,2016,K2,41.688644,,,,0,4.38,179.461,10.8644
BD+20 594 b,BD+20 594,1,1,Transit,2016,K2,41.6855,0.241,16.3,0.05129,0,4.5,179.461,10.8644
BD+20 594 b,BD+20 594,1,1,Transit,2016,K2,41.6855,,22.2481,0.07,0,4.5,179.461,10.8644
BD+45 564 b,BD+45 564,1,1,Radial Velocity,2021,Haute-Provence Observatory,307.88,0.83,432.24663,1.36,0,4.22,53.622,9.41266
BD+48 738 b,BD+48 738,1,1,Radial Velocity,2011,McDonald Observatory,392.6,1,289.2253,0.91,0,2.24,871.493,8.65569
BD+48 740 b,BD+48 740,1,1,Radial Velocity,2018,Multiple Observatories,733,1.7,540.311,1.7,0,2.48,666.589,8.26449
BD+49 828 b,BD+49 828,1,1,Radial Velocity,2015,McDonald Observatory,2590,4.2,508.5,1.6,0,2.85,442.042,9.02851
BD+55 362 b,BD+55 362,1,1,Radial Velocity,2021,Haute-Provence Observatory,265.59,0.78,228.83645,0.72,0,4.09,52.5697,9.15305
BD+60 1417 b,BD+60 1417,1,1,Imaging,2021,Wide-field Infrared Survey Explorer (WISE) Sat,,1662,4767.4261,15,0,4.55,44.9543,9.17439
BD+63 1405 b,BD+63 1405,1,1,Radial Velocity,2021,Haute-Provence Observatory,1198.48,2.06,1258.60049,3.96,0,4.2,38.0473,8.705
BD+63 1405 b,BD+63 1405,1,1,Radial Velocity,2021,Haute-Provence Observatory,1230,2.115,3305.41543,10.4,0,4.2,38.0473,8.705
